Flight ID,Aircraft Type,Call Sign,Origin Airport Code,Destination Airport Code,Latitude,Longitude,Altitude,Speed,Heading,Time Stamp,CO2 Emissions,Fuel Consumption,Noise Levels,Weather Conditions,Flight Duration,Delay,Airline Name,Passenger Count,Cargo Weight,Country or Region,Flight Path,Airport Name,Aircraft Age,Fuel Efficiency,Sector Type,Airspace
FL000104,Boeing 777,CS7066,DFW,ATL,-28.661925,163.395789,23580,334,86,2023-03-18T08:42:05.877783,3.66,1966.2,53.63,Cloudy,11.32,29,Delta Air Lines,169,807.11,UK,WP580-WP296-WP757,Airport 74,27,1.14,International,Europe
FL000105,Boeing 737,CS2617,SEA,PHX,-9.483557,-88.938409,28445,340,24,2022-07-11T07:08:15.622255,0.65,649.73,91.08,Clear,1.25,104,Alaska Airlines,199,251.56,Canada,WP971-WP295-WP231,Airport 88,6,1.56,International,Europe
FL000106,Boeing 777,CS6413,SEA,MIA,38.075866,75.107771,9653,203,309,2023-04-06T19:29:54.744384,4.23,4691.17,70.86,Cloudy,9.82,75,Alaska Airlines,137,1795.37,UK,WP680-WP719-WP242,Airport 40,20,0.86,Domestic,Europe
FL000107,Airbus A320,CS9674,DFW,DFW,3.750196,-2.669211,35548,331,205,2023-09-27T13:09:39.675522,3.26,1816.62,86.7,Stormy,5.96,82,Alaska Airlines,252,1963.91,Mexico,WP250-WP771-WP190,Airport 91,24,1.89,International,North America
FL000108,Boeing 737,CS9618,ORD,ORD,-72.794583,73.531937,17821,335,151,2023-08-13T10:27:23.131401,0.98,1675.56,77.27,Clear,11.31,83,United Airlines,117,556.15,Mexico,WP852-WP510-WP303,Airport 90,1,0.67,Domestic,Europe
FL000109,Boeing 777,CS6282,PHX,SEA,-23.298721,-2.306227,36978,395,113,2022-05-11T10:59:26.161300,0.61,528.3,85.27,Cloudy,3.31,64,Alaska Airlines,59,1638.32,Germany,WP344-WP448-WP868,Airport 50,30,0.54,Domestic,South America
FL000110,Embraer 190,CS3148,MIA,ORD,-58.702304,-173.611104,22564,548,340,2022-04-17T22:24:56.827919,2.83,4407.54,54.62,Cloudy,3.4,73,American Airlines,232,306.56,Mexico,WP553-WP463-WP993,Airport 66,22,0.47,International,Africa
FL000111,Embraer 190,CS7904,JFK,DFW,59.564536,176.804277,23196,294,278,2023-01-02T04:58:27.360361,0.88,2255.19,53.73,Snowy,9.39,99,American Airlines,200,131.49,USA,WP127-WP840-WP333,Airport 82,15,1.43,International,Africa
FL000112,Embraer 190,CS7994,SFO,SEA,-2.337939,30.87813,39617,405,212,2023-02-26T20:45:13.119268,2.68,4707.3,95.72,Stormy,10.91,10,Delta Air Lines,78,26.29,UK,WP111-WP782-WP668,Airport 2,3,0.18,Domestic,Europe
FL000113,Airbus A320,CS5339,MIA,LAX,-63.805766,-101.157944,17449,317,311,2023-05-27T22:05:55.687845,3.3,1962.62,97.6,Stormy,8.84,19,United Airlines,56,1755.41,UK,WP315-WP971-WP278,Airport 10,30,1.3,International,North America
FL000114,Embraer 190,CS8988,ATL,DEN,45.19854,175.829546,13553,425,83,2022-12-23T06:17:37.276249,4.54,671.18,51.7,Stormy,3.12,57,United Airlines,296,1184.56,UK,WP804-WP114-WP335,Airport 90,26,1.03,Domestic,Europe
FL000115,Boeing 777,CS1537,MIA,DFW,47.975135,-99.721831,20751,527,201,2022-09-16T16:12:37.295360,1.43,3202.49,90.53,Clear,3.73,54,Southwest Airlines,145,1890.03,Mexico,WP481-WP897-WP188,Airport 68,17,0.38,Domestic,North America
FL000116,Boeing 737,CS6976,JFK,ORD,70.184339,2.902136,24752,501,65,2022-01-07T22:46:10.667811,1,2651.59,91.84,Clear,10.37,20,Alaska Airlines,264,1724.82,Mexico,WP115-WP861-WP290,Airport 60,28,0.83,Domestic,Europe
FL000117,Airbus A320,CS9812,SFO,LAX,-50.759998,-51.83925,33027,262,147,2023-10-26T04:57:10.463251,3.74,2605.75,60.43,Clear,4.14,65,American Airlines,246,988.83,Mexico,WP312-WP169-WP999,Airport 86,12,1,Domestic,South America
FL000118,Embraer 190,CS4328,PHX,DFW,34.668747,-145.73185,2691,225,247,2022-05-07T04:41:30.151222,2.03,1347.89,72.17,Stormy,6.72,57,Delta Air Lines,79,82.72,Mexico,WP180-WP412-WP614,Airport 61,16,0.21,Domestic,Asia
FL000119,Airbus A320,CS6255,ORD,ATL,-45.948568,-9.500173,8221,342,332,2023-08-11T19:09:20.611495,4.67,3517.35,65.92,Clear,5.88,71,American Airlines,244,1670.86,USA,WP816-WP940-WP154,Airport 12,9,0.92,International,Africa
FL000120,Airbus A320,CS5168,DFW,SFO,-77.431002,-46.885183,5003,268,267,2023-01-29T09:20:35.115125,4.83,4034.1,59.19,Clear,7.36,72,United Airlines,288,613.45,Germany,WP701-WP279-WP965,Airport 92,19,1.48,Domestic,North America
FL000121,Embraer 190,CS8116,ORD,ORD,42.180285,116.194673,37627,584,286,2022-12-11T20:33:03.330745,3.72,3127.1,65.89,Cloudy,3.72,24,Alaska Airlines,236,1596.56,Mexico,WP554-WP154-WP449,Airport 10,12,1.94,International,South America
FL000122,Embraer 190,CS4976,SFO,ORD,4.383245,27.327705,4053,245,268,2023-01-16T11:27:01.712070,0.99,4922.77,72.96,Stormy,7.85,69,Southwest Airlines,150,936.4,Germany,WP650-WP980-WP196,Airport 50,10,0.4,Domestic,Asia
FL000123,Airbus A320,CS6935,SFO,DEN,-75.112331,55.484052,4441,441,332,2023-10-10T11:16:32.973653,2.71,3598.76,59.89,Rainy,9.31,11,Alaska Airlines,279,439.78,Canada,WP602-WP110-WP650,Airport 26,10,1.88,International,South America
FL000124,Boeing 737,CS2228,ORD,JFK,-0.761729,-35.026713,27218,202,303,2023-06-17T03:43:09.314383,0.75,4731.45,52.24,Snowy,9.3,33,Delta Air Lines,139,685.92,USA,WP979-WP557-WP271,Airport 15,14,0.94,Domestic,North America
FL000125,Boeing 777,CS1405,DFW,DEN,48.341973,154.755777,25180,372,212,2023-09-16T10:05:12.841796,4.64,4611.68,56.92,Cloudy,6.28,47,Southwest Airlines,101,1117.05,Canada,WP588-WP662-WP232,Airport 28,13,1.74,Domestic,North America
FL000126,Boeing 777,CS8443,JFK,SEA,57.351852,45.703199,8463,485,101,2023-10-21T06:30:46.450702,2.13,2223.05,64.52,Stormy,3.17,76,Delta Air Lines,147,772.99,Canada,WP559-WP934-WP705,Airport 40,16,1.95,Domestic,Africa
FL000127,Embraer 190,CS8728,PHX,PHX,-14.714779,82.956647,35694,534,325,2022-11-01T11:00:30.073521,1.17,3781.31,85.35,Stormy,11.29,20,American Airlines,123,168.59,USA,WP929-WP106-WP415,Airport 86,23,0.29,Domestic,South America
FL000128,Embraer 190,CS7866,MIA,ORD,24.294181,170.591266,8224,322,186,2022-08-06T09:48:18.482603,0.88,1679.77,56.42,Snowy,2.27,97,American Airlines,64,880.03,USA,WP881-WP685-WP198,Airport 64,11,1.69,Domestic,North America
FL000129,Boeing 777,CS2565,ATL,SFO,13.02183,-153.16652,16451,473,20,2022-01-30T15:01:34.676376,3.65,4139.22,86.96,Rainy,2.23,82,Delta Air Lines,154,1973.95,Canada,WP298-WP557-WP165,Airport 16,16,0.51,International,Africa
FL000130,Embraer 190,CS3222,DFW,ORD,41.625566,75.242476,9786,266,343,2022-04-23T12:59:24.936777,1.38,4945.23,66.95,Stormy,6.62,64,Southwest Airlines,246,983.35,UK,WP144-WP945-WP642,Airport 52,19,0.43,Domestic,Africa
FL000131,Boeing 777,CS6329,SEA,SFO,66.824379,-54.914005,35010,302,293,2023-06-26T11:55:09.457353,3.46,1458.56,64.29,Cloudy,6.93,75,Delta Air Lines,122,718.7,Mexico,WP528-WP160-WP257,Airport 33,15,1.68,Domestic,Europe
FL000132,Boeing 737,CS4008,PHX,DEN,81.331577,-118.47233,29417,592,136,2022-03-14T06:53:21.158793,3.08,3295.22,83.16,Cloudy,11.54,0,United Airlines,137,480.86,USA,WP525-WP760-WP193,Airport 74,25,1.5,Domestic,Africa
FL000133,Boeing 737,CS7790,SFO,MIA,44.044535,-116.143322,24914,459,224,2023-12-28T18:05:21.753879,4.91,3290.49,50.06,Rainy,1.46,75,Alaska Airlines,252,1690.52,Mexico,WP128-WP680-WP144,Airport 70,8,0.2,International,South America
FL000134,Embraer 190,CS3889,SFO,DFW,31.351341,167.759931,6711,591,234,2022-09-07T04:43:23.298302,4.72,4347.88,62.95,Stormy,4.39,0,Southwest Airlines,291,1522.85,UK,WP237-WP259-WP850,Airport 78,16,1.37,Domestic,South America
FL000135,Boeing 777,CS1998,SEA,DEN,-3.562704,-2.0417,37573,207,172,2022-03-24T16:05:47.823274,1.93,3740.31,72.44,Rainy,1.27,44,American Airlines,81,58.28,UK,WP490-WP299-WP259,Airport 16,18,1.17,International,South America
FL000136,Airbus A320,CS2842,DEN,PHX,-79.283019,159.033661,23577,507,215,2023-12-12T15:38:47.492566,3.21,1881.3,83.72,Rainy,10.36,44,Southwest Airlines,279,743.53,Germany,WP966-WP978-WP527,Airport 88,16,1.62,Domestic,Asia
FL000137,Boeing 737,CS2792,JFK,SEA,32.78855,167.13082,18648,426,193,2022-05-25T10:06:34.044993,3.63,3491.79,92.82,Snowy,9,117,Southwest Airlines,186,389.44,Canada,WP932-WP826-WP393,Airport 75,25,1.51,Domestic,North America
FL000138,Boeing 737,CS4421,PHX,DEN,-88.373669,132.046763,22269,482,334,2023-06-01T13:20:09.258789,0.98,3526.77,54.46,Cloudy,4.64,36,Alaska Airlines,69,1438.65,Canada,WP724-WP860-WP741,Airport 23,18,1.41,International,South America
FL000139,Airbus A320,CS9881,SEA,SFO,-35.830891,76.171477,36723,434,212,2023-10-24T16:33:36.025943,3.27,3493.5,74.87,Snowy,1.91,114,United Airlines,277,1138.14,Germany,WP237-WP800-WP602,Airport 22,13,0.58,International,South America
FL000140,Boeing 737,CS6727,JFK,LAX,11.752993,-171.607733,6855,344,53,2022-06-19T23:49:17.732973,1.38,4508.83,82.5,Cloudy,8.45,74,Alaska Airlines,208,591.39,Germany,WP629-WP263-WP322,Airport 27,4,1.46,Domestic,Europe
FL000141,Boeing 777,CS1003,SEA,ATL,-74.684902,165.999558,29506,288,28,2022-10-06T13:38:32.811828,3.51,4164.49,61.13,Snowy,2.97,37,Alaska Airlines,163,1383.17,Germany,WP761-WP747-WP300,Airport 62,30,1.29,Domestic,South America
FL000142,Embraer 190,CS1304,DEN,ORD,77.070295,158.582124,18328,434,330,2023-12-13T23:32:08.416253,3.63,3153.94,62.75,Snowy,1.33,10,American Airlines,169,1427.46,Germany,WP624-WP962-WP460,Airport 45,6,1.52,International,Asia
FL000143,Boeing 777,CS8459,DEN,PHX,-15.306514,-85.097347,10951,580,163,2023-09-21T10:12:47.616593,4.33,3041.36,50.73,Stormy,6.41,119,United Airlines,294,1607.13,Canada,WP888-WP471-WP982,Airport 68,14,1.19,Domestic,Europe
FL000144,Boeing 737,CS8134,JFK,JFK,-3.419535,-102.812195,1927,540,297,2022-08-08T20:38:42.345882,2.9,4477.14,56.75,Snowy,5.44,61,Alaska Airlines,99,1567.6,UK,WP386-WP579-WP680,Airport 90,19,0.78,Domestic,Asia
FL000145,Airbus A320,CS1055,JFK,JFK,-23.749762,-74.575474,32150,332,12,2022-11-09T10:55:52.092628,2,2154.74,69.17,Cloudy,7.36,81,Delta Air Lines,288,128.56,USA,WP101-WP279-WP383,Airport 24,12,0.19,International,South America
FL000146,Airbus A320,CS5612,MIA,SEA,-55.43028,-23.494333,23395,288,341,2022-08-26T13:41:22.834933,3.5,1008.66,52.23,Clear,4.45,89,Delta Air Lines,227,989.88,Germany,WP670-WP286-WP150,Airport 70,23,1.39,Domestic,South America
FL000147,Airbus A320,CS7125,SEA,DEN,-19.149596,-83.050716,31763,385,285,2023-12-13T13:19:44.922447,1.91,3207.42,75.01,Cloudy,10.42,114,Delta Air Lines,251,798.79,USA,WP280-WP933-WP341,Airport 46,10,1.97,Domestic,North America
FL000148,Boeing 777,CS1351,MIA,DEN,60.584624,-125.565689,2455,312,126,2023-07-08T09:58:50.021508,3.53,1372.29,91.61,Stormy,9.25,18,Southwest Airlines,240,494.8,Germany,WP591-WP414-WP458,Airport 7,18,1.13,International,Africa
FL000149,Boeing 777,CS7415,DEN,SEA,68.613346,-116.561547,20848,240,202,2023-11-09T13:36:50.603275,4.07,560.67,61.33,Cloudy,1.02,12,American Airlines,266,213.75,USA,WP694-WP469-WP836,Airport 8,4,1.88,International,Africa
FL000150,Embraer 190,CS4756,LAX,SFO,60.43949,-127.100423,36758,343,2,2023-07-24T11:07:39.096270,0.84,4029.25,91.26,Snowy,3.11,111,American Airlines,95,1823,USA,WP942-WP240-WP794,Airport 37,10,1.21,Domestic,Asia
FL000151,Boeing 777,CS4518,DFW,SEA,-31.664973,125.101263,23664,408,95,2023-09-16T20:08:32.045659,0.54,3076.02,61.72,Stormy,3.81,45,Alaska Airlines,282,330.33,Mexico,WP101-WP137-WP164,Airport 35,7,0.84,International,Asia
FL000152,Embraer 190,CS2750,PHX,DFW,-36.210233,33.679419,24893,508,98,2022-05-14T15:13:36.127567,0.65,1716.23,71.65,Cloudy,1.82,21,Delta Air Lines,294,1309.78,USA,WP345-WP530-WP655,Airport 93,12,1,Domestic,South America
FL000153,Embraer 190,CS3886,PHX,MIA,56.314004,114.956527,29827,267,226,2023-12-02T02:00:43.883746,2.52,2604.07,67.79,Stormy,4.04,26,United Airlines,73,94.64,UK,WP144-WP556-WP677,Airport 26,4,1.84,International,Asia
FL000154,Boeing 737,CS2236,JFK,PHX,-47.079807,-2.834062,22615,510,296,2023-12-07T08:19:27.037164,4.09,1501.13,55.93,Stormy,2.99,0,United Airlines,181,1204.03,Mexico,WP938-WP367-WP177,Airport 70,3,0.44,Domestic,Europe
FL000155,Boeing 737,CS1964,ORD,PHX,-83.740105,175.816305,10467,399,121,2023-12-28T07:30:07.093534,1.12,2560.01,77.2,Stormy,11.17,66,Alaska Airlines,114,639.6,Mexico,WP935-WP608-WP225,Airport 99,5,1.18,Domestic,Africa
FL000156,Boeing 737,CS1051,DFW,DFW,7.084138,75.432249,5408,311,169,2022-10-02T22:07:46.864433,0.74,4736.9,65.21,Snowy,5.52,11,United Airlines,117,658.91,USA,WP302-WP573-WP526,Airport 10,10,1.34,International,Asia
FL000157,Embraer 190,CS3187,ATL,ORD,-65.642603,31.587031,7384,337,121,2023-10-02T09:44:36.721497,2.94,3068.24,65.06,Clear,3.04,60,Southwest Airlines,235,948.04,Canada,WP465-WP606-WP716,Airport 2,15,0.52,International,Africa
FL000158,Boeing 737,CS7013,PHX,MIA,25.574128,136.750317,30038,339,101,2022-02-02T06:05:44.704989,0.96,3307.48,68.3,Rainy,11.07,116,American Airlines,109,1934.4,USA,WP112-WP319-WP804,Airport 38,6,1.99,Domestic,Asia
FL000159,Airbus A320,CS5429,ORD,LAX,53.501565,103.376411,38937,491,133,2023-05-26T02:40:05.824597,3.49,4894.15,57.38,Cloudy,4.22,60,Delta Air Lines,60,154.04,USA,WP278-WP653-WP185,Airport 48,8,1.83,Domestic,North America
FL000160,Embraer 190,CS1914,ATL,MIA,-45.492989,-11.405088,26366,293,334,2023-04-16T03:43:02.510087,2.51,1544.84,94.65,Rainy,5.49,118,United Airlines,157,1684.45,Canada,WP796-WP938-WP878,Airport 7,28,1.19,Domestic,Asia
FL000161,Airbus A320,CS9428,MIA,LAX,-74.241357,-171.984435,19573,519,82,2022-01-30T02:15:44.681747,1.98,529.2,89.02,Cloudy,7.29,62,Alaska Airlines,212,172.33,Canada,WP573-WP695-WP233,Airport 24,30,1.42,International,Asia
FL000162,Embraer 190,CS2469,DEN,LAX,48.034412,28.980487,19991,467,343,2022-08-23T02:24:46.779295,3.91,773.71,71.25,Cloudy,4.49,79,Alaska Airlines,113,1194.7,Canada,WP582-WP203-WP856,Airport 41,23,1.29,International,North America
FL000163,Boeing 737,CS9265,MIA,ORD,76.537359,-146.139054,35382,496,357,2023-05-28T14:00:30.360542,4.5,2980.26,93.52,Rainy,2.22,61,Southwest Airlines,153,1185.38,USA,WP587-WP541-WP832,Airport 31,21,0.85,Domestic,South America
FL000164,Airbus A320,CS9751,ORD,LAX,-8.911084,-145.28079,15357,560,202,2023-03-21T20:34:28.953671,3.01,734.64,59.18,Cloudy,2.82,20,American Airlines,160,602.97,Canada,WP207-WP437-WP424,Airport 10,22,0.22,International,South America
FL000165,Airbus A320,CS2922,ORD,PHX,77.166153,-37.443456,30830,385,306,2022-04-19T09:58:22.821239,1.29,3776.95,92.65,Clear,3.81,75,United Airlines,117,1145.71,Canada,WP931-WP952-WP994,Airport 78,20,1.86,Domestic,North America
FL000166,Embraer 190,CS2190,DEN,MIA,51.051752,-79.995721,32586,265,323,2022-01-14T09:49:02.924109,4.5,2504.71,97.3,Snowy,4.86,82,United Airlines,254,828.87,Mexico,WP462-WP533-WP662,Airport 21,27,1.08,International,North America
FL000167,Boeing 737,CS3389,DFW,JFK,-58.984354,20.485355,11016,256,95,2022-12-19T04:07:39.928567,2.78,2126.91,78.3,Clear,11.29,13,Southwest Airlines,244,548.93,Canada,WP969-WP923-WP563,Airport 75,8,1.5,International,Asia
FL000168,Boeing 737,CS4444,ATL,SFO,47.322775,-77.291512,37089,348,250,2022-01-04T12:00:40.659802,4.23,3396.76,66.66,Snowy,2.09,81,American Airlines,213,1211.02,Mexico,WP945-WP416-WP432,Airport 32,22,1.74,Domestic,Africa
FL000169,Airbus A320,CS5485,MIA,DEN,-46.464874,-10.561337,4817,266,205,2022-05-13T15:28:26.336180,2.27,609.11,66.18,Stormy,5.25,92,Southwest Airlines,96,1913.09,USA,WP216-WP577-WP713,Airport 63,28,1.66,International,North America
FL000170,Airbus A320,CS8751,DEN,MIA,45.959302,-22.391025,26116,234,348,2022-03-18T00:21:39.278775,1.9,2555.58,89.49,Rainy,8.27,8,American Airlines,174,735.93,UK,WP317-WP207-WP743,Airport 25,21,1.18,Domestic,North America
FL000171,Embraer 190,CS4485,DEN,JFK,2.60438,-13.372446,12169,467,150,2023-10-22T20:06:51.336572,3.12,891.56,80.85,Rainy,3.52,21,American Airlines,57,1930.87,UK,WP774-WP778-WP616,Airport 2,29,1.66,Domestic,South America
FL000172,Boeing 737,CS1779,SEA,ATL,77.949305,-92.870291,12399,244,221,2022-12-17T14:41:33.785763,4.96,3765.18,79.39,Snowy,3.03,90,Southwest Airlines,90,594.74,Canada,WP170-WP185-WP632,Airport 32,26,2,Domestic,Europe
FL000173,Boeing 777,CS3293,SEA,SFO,-87.566532,-173.699171,2840,414,230,2022-01-30T12:03:00.816168,4.27,654.9,66.43,Snowy,6.87,80,Southwest Airlines,165,1244.23,USA,WP744-WP488-WP323,Airport 66,27,0.3,International,Europe
FL000174,Boeing 777,CS1436,JFK,SFO,-26.413429,27.59304,27685,369,177,2023-08-07T06:22:18.157956,2.87,1880.36,89.21,Clear,10.78,79,United Airlines,79,1374.72,Germany,WP148-WP520-WP940,Airport 41,9,0.28,Domestic,North America
FL000175,Airbus A320,CS1638,DFW,ORD,88.401894,176.321151,14684,230,270,2022-10-12T11:09:29.803910,3.3,1825.16,66.67,Rainy,11.51,86,Delta Air Lines,129,1072.62,Mexico,WP924-WP900-WP136,Airport 44,20,2,Domestic,Asia
FL000176,Embraer 190,CS7596,SEA,MIA,19.049389,-61.230542,6412,236,95,2022-10-27T02:58:06.767417,2.81,4925.34,96.05,Clear,4.51,41,Southwest Airlines,192,1554.49,Germany,WP868-WP983-WP971,Airport 46,29,1.87,Domestic,North America
FL000177,Boeing 737,CS2028,SFO,MIA,18.964786,119.146422,6247,240,44,2023-06-30T20:39:36.479442,4.41,1346.03,53.19,Rainy,4.49,31,Delta Air Lines,69,662.11,Germany,WP521-WP354-WP262,Airport 44,4,1.88,Domestic,North America
FL000178,Airbus A320,CS2443,ATL,ORD,55.087008,-43.664345,14502,280,266,2023-09-01T06:22:04.888726,3.9,570.6,82.83,Stormy,6.4,2,Southwest Airlines,126,1334.62,UK,WP738-WP978-WP345,Airport 62,24,1.39,Domestic,South America
FL000179,Airbus A320,CS1243,JFK,DFW,-11.27035,-79.050503,16297,345,215,2022-11-22T13:35:48.302935,1.9,3779.24,90.51,Snowy,4.67,65,Delta Air Lines,69,492.83,Germany,WP884-WP721-WP729,Airport 18,16,0.54,International,North America
FL000180,Boeing 777,CS5054,DFW,MIA,63.071384,-115.654338,20532,227,258,2022-11-22T12:14:25.410713,1.79,2158.91,79.81,Snowy,9.5,70,Alaska Airlines,216,1734.02,Mexico,WP741-WP708-WP301,Airport 34,25,1.58,International,Europe
FL000181,Embraer 190,CS2483,MIA,PHX,-70.544035,59.170441,2658,433,37,2023-02-28T07:58:49.119427,4.49,520.9,89.68,Snowy,3.19,78,Alaska Airlines,270,420.95,USA,WP375-WP553-WP533,Airport 48,14,1.51,Domestic,South America
FL000182,Airbus A320,CS8483,JFK,LAX,-20.636983,31.476413,38792,310,235,2022-02-02T10:41:39.885741,3.96,3416.87,59.36,Snowy,7.25,84,United Airlines,281,62.72,Germany,WP812-WP975-WP562,Airport 10,11,1.34,International,Europe
FL000183,Airbus A320,CS6352,MIA,PHX,-5.139135,149.340532,14644,473,213,2023-10-14T11:46:15.230044,4.72,2071.16,94.54,Stormy,11.36,112,American Airlines,118,1232.09,UK,WP488-WP876-WP526,Airport 40,19,1.17,International,Africa
FL000184,Boeing 777,CS6873,PHX,ORD,40.96954,-157.760294,12097,508,17,2022-01-12T15:18:34.271678,3.55,1411.81,69.2,Snowy,3.11,81,Delta Air Lines,200,996.85,Germany,WP577-WP778-WP497,Airport 56,9,1.03,International,Asia
FL000185,Airbus A320,CS8751,SFO,DFW,-31.564307,14.955742,19182,248,94,2023-01-28T02:34:52.212964,1.5,2975.89,81.21,Cloudy,2.75,117,Alaska Airlines,170,1208.08,USA,WP862-WP534-WP374,Airport 26,28,1.96,International,Asia
FL000186,Boeing 737,CS9874,PHX,MIA,-43.164751,-74.258514,4124,226,332,2022-04-30T20:33:05.587687,1.25,2194.99,52.33,Rainy,8.32,108,Delta Air Lines,199,749.68,Canada,WP682-WP670-WP225,Airport 8,3,1.42,International,South America
FL000187,Boeing 777,CS5525,MIA,DEN,69.812246,-15.17947,25254,451,276,2023-07-23T21:16:15.275089,1.89,1537.07,53.78,Stormy,11.28,120,American Airlines,274,1793.98,Germany,WP122-WP796-WP458,Airport 8,14,0.62,Domestic,Asia
FL000188,Airbus A320,CS3384,JFK,ORD,-1.12077,1.51818,15746,570,160,2022-07-16T15:02:38.352078,4.48,688.71,82.34,Snowy,6.84,35,American Airlines,50,1673.77,USA,WP799-WP164-WP912,Airport 46,2,1.49,Domestic,North America
FL000189,Airbus A320,CS3240,LAX,JFK,76.090771,-70.426673,35751,515,304,2022-04-27T20:52:08.154077,1.96,559.86,71.46,Snowy,4.92,23,American Airlines,220,312.35,Canada,WP529-WP331-WP566,Airport 64,9,0.96,Domestic,South America
FL000190,Embraer 190,CS1388,SEA,MIA,-63.438322,-98.865799,9116,246,224,2023-07-06T17:53:35.634053,3.7,2693.13,90.72,Rainy,7.57,30,Southwest Airlines,287,1548.79,UK,WP378-WP797-WP197,Airport 90,3,0.13,International,Africa
FL000191,Embraer 190,CS9964,SEA,PHX,41.682142,-76.082802,38153,487,318,2022-01-10T21:40:05.060697,2.1,4468.21,65.46,Rainy,11.85,38,American Airlines,291,1541.33,Canada,WP450-WP693-WP709,Airport 48,19,0.96,International,Europe
FL000192,Boeing 737,CS4514,DEN,DFW,35.435847,51.364958,18244,374,259,2023-03-11T10:40:44.920143,0.69,4605.29,76.62,Cloudy,7.19,48,Alaska Airlines,106,1265.44,Mexico,WP924-WP343-WP501,Airport 10,11,0.55,International,South America
FL000193,Boeing 777,CS1562,MIA,DFW,-81.952334,41.923775,26765,324,107,2023-05-07T19:58:18.961316,1.39,4528.4,81.56,Rainy,11.96,89,United Airlines,272,1083.61,UK,WP129-WP423-WP217,Airport 89,26,1.05,International,Europe
FL000194,Embraer 190,CS7735,SFO,SFO,2.274515,-132.762429,3148,387,112,2022-06-08T11:20:21.896349,0.78,3453.37,59.2,Clear,9.59,39,United Airlines,232,1871.12,Mexico,WP793-WP511-WP155,Airport 22,12,0.83,Domestic,Europe
FL000195,Airbus A320,CS9390,MIA,DEN,-89.256544,26.288867,4765,302,92,2023-04-17T02:46:33.864879,4.97,2581.7,72.53,Rainy,2.55,4,Southwest Airlines,213,1987.63,USA,WP354-WP837-WP260,Airport 42,20,1,International,North America
FL000196,Boeing 737,CS1037,DFW,JFK,-61.581577,-127.852273,39842,515,98,2022-10-09T19:18:42.615821,1.89,3617.05,68.65,Snowy,10.31,52,American Airlines,239,1345.67,USA,WP353-WP368-WP519,Airport 50,10,0.23,International,Africa
FL000197,Boeing 737,CS6939,MIA,SFO,76.020695,-174.439426,4629,595,210,2023-08-28T01:46:51.531849,1.05,4119.45,87.91,Stormy,4.43,53,Southwest Airlines,266,577.97,Germany,WP365-WP234-WP986,Airport 39,8,0.88,International,Africa
FL000198,Airbus A320,CS9408,SEA,MIA,-46.581267,-55.040747,21260,220,74,2022-09-30T19:17:35.206781,4.66,4593.82,58.02,Stormy,5.14,76,United Airlines,166,1913.19,USA,WP840-WP523-WP384,Airport 41,14,0.16,Domestic,North America
FL000199,Embraer 190,CS5029,LAX,DEN,-15.228337,-69.0136,27716,254,10,2023-12-25T07:32:50.421851,2.71,3815.7,57.18,Cloudy,10.33,94,Southwest Airlines,218,395.52,Canada,WP705-WP783-WP129,Airport 21,12,1.67,International,South America
FL000200,Boeing 777,CS9151,JFK,PHX,77.12418,55.236302,29453,352,350,2023-07-14T07:51:59.496104,4.88,752.05,60.18,Cloudy,1.47,40,Alaska Airlines,158,504.75,UK,WP618-WP174-WP232,Airport 6,7,1.5,Domestic,South America
FL000201,Boeing 737,CS5283,ATL,ATL,-28.770801,12.04827,1250,411,28,2023-12-11T15:05:59.833274,0.5,4811.01,94.16,Rainy,3.58,12,American Airlines,81,986,UK,WP594-WP599-WP780,Airport 19,15,1.13,Domestic,North America
